query,listing_id,text_similarity,rating,rating_norm,review_count,review_count_norm,reviews_per_month,reviews_per_month_norm,availability_365,availability_365_norm,price,price_norm,price_fit,accommodates_fit,location_match,property_type_match,room_type_match,flexible_cancellation_match,instant_bookable_match,wifi_match,family_home_match,query_wants_wifi,query_wants_family_friendly,preferred_entire_home_match,query_wants_cheap,query_wants_good_reviews,query_wants_flexible_cancellation,query_wants_instant_bookable,query_prefers_entire_home,rule_score,label
family-friendly house in Randwick,4835256,0.0,91.0,0.91,7.0,0.014,0.15,0.015,16.0,0.043835616438356165,226.0,0.226,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5834,0
family-friendly house in Randwick,4915829,0.0,100.0,1.0,5.0,0.01,0.1,0.01,11.0,0.030136986301369864,800.0,0.8,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.601,1
family-friendly house in Randwick,4951301,0.0,90.0,0.9,2.0,0.004,0.04,0.004,4.0,0.010958904109589041,251.0,0.251,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5804,0
family-friendly house in Randwick,5050873,0.0,73.0,0.73,3.0,0.006,0.08,0.008,0.0,0.0,140.0,0.14,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5466,0
family-friendly house in Randwick,5310027,0.0,95.0,0.95,53.0,0.106,1.15,0.11499999999999999,2.0,0.005479452054794521,100.0,0.1,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.6,0,1,0.0,0,0,0,0,1,0.5006,0
family-friendly house in Randwick,5481912,0.0,0.0,0.0,1.0,0.002,0.04,0.004,340.0,0.9315068493150684,444.0,0.444,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4002,0
family-friendly house in Randwick,5511339,0.0,80.0,0.8,1.0,0.002,0.02,0.002,0.0,0.0,689.0,0.689,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5602,0
family-friendly house in Randwick,5608460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.4,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,5621020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.5643835616438356,624.0,0.624,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,5739080,0.0,98.0,0.98,17.0,0.034,0.6,0.06,310.0,0.8493150684931506,251.0,0.251,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5994,0
family-friendly house in Randwick,5924916,0.0,100.0,1.0,1.0,0.002,0.09,0.009,0.0,0.0,400.0,0.4,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6002,1
family-friendly house in Randwick,5932115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.165,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,5980358,0.0,40.0,0.4,1.0,0.002,0.04,0.004,0.0,0.0,220.0,0.22,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4802,0
family-friendly house in Randwick,6021961,0.0,0.0,0.0,1.0,0.002,0.03,0.003,183.0,0.5013698630136987,550.0,0.55,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4002,0
family-friendly house in Randwick,6296227,0.0,100.0,1.0,1.0,0.002,0.03,0.003,293.0,0.8027397260273973,800.0,0.8,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6002,1
family-friendly house in Randwick,6305175,0.0,93.0,0.93,3.0,0.006,0.08,0.008,6.0,0.01643835616438356,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5866,0
family-friendly house in Randwick,6607663,0.0,93.0,0.93,3.0,0.006,0.09,0.009,0.0,0.0,350.0,0.35,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5866,0
family-friendly house in Randwick,6812534,0.0,100.0,1.0,4.0,0.008,0.11,0.011,0.0,0.0,311.0,0.311,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6008,1
family-friendly house in Randwick,6902317,0.0,96.0,0.96,11.0,0.022,0.27,0.027000000000000003,31.0,0.08493150684931507,300.0,0.3,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5942,0
family-friendly house in Randwick,6903190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.3,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,6939048,0.0,100.0,1.0,2.0,0.004,0.05,0.005,0.0,0.0,285.0,0.285,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6004,1
family-friendly house in Randwick,7028403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.75,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,7163989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.9945205479452055,400.0,0.4,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,7207893,0.0,96.0,0.96,10.0,0.02,0.27,0.027000000000000003,42.0,0.11506849315068493,300.0,0.3,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.594,0
family-friendly house in Randwick,7227218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.471,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,7228983,0.0,100.0,1.0,1.0,0.002,0.03,0.003,0.0,0.0,251.0,0.251,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6002,1
family-friendly house in Randwick,7229807,0.0,86.0,0.86,43.0,0.086,1.13,0.11299999999999999,123.0,0.336986301369863,341.0,0.341,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5806,0
family-friendly house in Randwick,7353616,0.0,95.0,0.95,4.0,0.008,0.11,0.011,166.0,0.4547945205479452,195.0,0.195,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5908,0
family-friendly house in Randwick,7424136,0.0,100.0,1.0,1.0,0.002,0.09,0.009,0.0,0.0,210.0,0.21,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6002,1
family-friendly house in Randwick,7439264,0.0,93.0,0.93,4.0,0.008,0.11,0.011,22.0,0.06027397260273973,795.0,0.795,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5868,0
family-friendly house in Randwick,7664512,0.0,100.0,1.0,6.0,0.012,0.17,0.017,0.0,0.0,700.0,0.7,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6012,1
family-friendly house in Randwick,7722416,0.0,100.0,1.0,2.0,0.004,0.06,0.006,35.0,0.0958904109589041,350.0,0.35,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6004,1
family-friendly house in Randwick,7749959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.278,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,7751185,0.0,80.0,0.8,1.0,0.002,0.03,0.003,0.0,0.0,300.0,0.3,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5602,0
family-friendly house in Randwick,7875483,0.0,80.0,0.8,1.0,0.002,0.03,0.003,0.0,0.0,172.0,0.172,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5602,0
family-friendly house in Randwick,7901220,0.0,100.0,1.0,1.0,0.002,0.03,0.003,0.0,0.0,400.0,0.4,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6002,1
family-friendly house in Randwick,7940646,0.0,100.0,1.0,3.0,0.006,0.13,0.013000000000000001,198.0,0.5424657534246575,688.0,0.688,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6006,1
family-friendly house in Randwick,7940829,0.0,100.0,1.0,1.0,0.002,0.03,0.003,162.0,0.4438356164383562,311.0,0.311,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6002,1
family-friendly house in Randwick,7989487,0.0,100.0,1.0,1.0,0.002,0.09,0.009,0.0,0.0,1700.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6002,1
family-friendly house in Randwick,8072719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.7,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,8159815,0.0,100.0,1.0,6.0,0.012,0.17,0.017,61.0,0.16712328767123288,980.0,0.98,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6012,1
family-friendly house in Randwick,8292131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.01643835616438356,426.0,0.426,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,8316449,0.0,80.0,0.8,2.0,0.004,0.06,0.006,171.0,0.4684931506849315,689.0,0.689,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5604,0
family-friendly house in Randwick,8506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.9232876712328767,1110.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,8677408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,1.0,700.0,0.7,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,8725968,0.0,94.0,0.94,36.0,0.072,1.0,0.1,81.0,0.2219178082191781,100.0,0.1,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5952,0
family-friendly house in Randwick,8741263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.233,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,8768558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.24383561643835616,700.0,0.7,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,8847732,0.0,97.0,0.97,25.0,0.05,0.68,0.068,258.0,0.7068493150684931,295.0,0.295,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.599,0
family-friendly house in Randwick,8872840,0.0,90.0,0.9,10.0,0.02,0.29,0.028999999999999998,356.0,0.9753424657534246,275.0,0.275,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.582,0
family-friendly house in Randwick,8894320,0.0,94.0,0.94,13.0,0.026,0.36,0.036,0.0,0.0,280.0,0.28,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5906,0
family-friendly house in Randwick,8903535,0.0,100.0,1.0,2.0,0.004,0.05,0.005,0.0,0.0,190.0,0.19,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6004,1
family-friendly house in Randwick,8961381,0.0,0.0,0.0,4.0,0.008,0.0,0.0,56.0,0.15342465753424658,266.0,0.266,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4008,0
family-friendly house in Randwick,8975750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.3,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,9034423,0.0,100.0,1.0,2.0,0.004,0.06,0.006,0.0,0.0,550.0,0.55,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6004,1
family-friendly house in Randwick,9053480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.019178082191780823,390.0,0.39,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,9066462,0.0,95.0,0.95,30.0,0.06,0.89,0.089,323.0,0.8849315068493151,450.0,0.45,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.596,0
family-friendly house in Randwick,9094242,0.0,0.0,0.0,1.0,0.002,0.07,0.007000000000000001,11.0,0.030136986301369864,750.0,0.75,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4002,0
family-friendly house in Randwick,9098315,0.0,80.0,0.8,1.0,0.002,0.03,0.003,0.0,0.0,400.0,0.4,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5602,0
family-friendly house in Randwick,9117127,0.0,100.0,1.0,1.0,0.002,0.09,0.009,0.0,0.0,580.0,0.58,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6002,1
family-friendly house in Randwick,9119831,0.0,80.0,0.8,2.0,0.004,0.06,0.006,54.0,0.14794520547945206,198.0,0.198,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5604,0
family-friendly house in Randwick,9120410,0.0,90.0,0.9,2.0,0.004,0.06,0.006,239.0,0.6547945205479452,806.0,0.806,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5804,0
family-friendly house in Randwick,9138056,0.0,100.0,1.0,2.0,0.004,0.08,0.008,2.0,0.005479452054794521,350.0,0.35,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6004,1
family-friendly house in Randwick,9138288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.052054794520547946,911.0,0.911,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,9155855,0.0,87.0,0.87,11.0,0.022,0.31,0.031,295.0,0.8082191780821918,289.0,0.289,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5762,0
family-friendly house in Randwick,9159588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.199,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.4,0
family-friendly house in Randwick,9174794,0.0,90.0,0.9,2.0,0.004,0.18,0.018,197.0,0.5397260273972603,530.0,0.53,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5804,0
family-friendly house in Randwick,9221843,0.0,100.0,1.0,2.0,0.004,0.09,0.009,3.0,0.00821917808219178,400.0,0.4,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.6004,1
family-friendly house in Randwick,9262474,0.0,93.0,0.93,6.0,0.012,0.17,0.017,0.0,0.0,400.0,0.4,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0,1,1.0,0,0,0,0,1,0.5872,0
budget room in Sydney CBD,10027522,0.7300627827644348,93.0,0.93,3.0,0.006,0.08,0.008,0.0,0.0,100.0,0.1,0.6666666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5659,0
budget room in Sydney CBD,8829966,0.7184480428695679,92.0,0.92,5.0,0.01,0.13,0.013000000000000001,0.0,0.0,71.0,0.071,0.7633333333333333,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5814,0
budget room in Sydney CBD,30217732,0.7065749764442444,100.0,1.0,2.0,0.004,2.0,0.2,88.0,0.2410958904109589,62.0,0.062,0.7933333333333333,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5004,0
budget room in Sydney CBD,30251375,0.7033880949020386,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.5178082191780822,120.0,0.12,0.6,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3607,0
budget room in Sydney CBD,19340853,0.7003883123397827,100.0,1.0,4.0,0.008,0.23,0.023,0.0,0.0,40.0,0.04,0.8666666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.6142,1
budget room in Sydney CBD,804502,0.6981015205383301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.12,0.6,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3596,0
budget room in Sydney CBD,25084440,0.6951683163642883,90.0,0.9,2.0,0.004,0.38,0.038,151.0,0.4136986301369863,320.0,0.32,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4194,0
budget room in Sydney CBD,15398086,0.6934621930122375,0.0,0.0,1.0,0.002,0.06,0.006,0.0,0.0,97.0,0.097,0.6766666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3742,0
budget room in Sydney CBD,22971149,0.693454384803772,80.0,0.8,1.0,0.002,0.1,0.01,0.0,0.0,89.0,0.089,0.7033333333333334,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5396,0
budget room in Sydney CBD,24463127,0.6924382448196411,100.0,1.0,2.0,0.004,0.55,0.05500000000000001,71.0,0.19452054794520549,130.0,0.13,0.5666666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5522,0
budget room in Sydney CBD,9996525,0.6905522346496582,90.0,0.9,9.0,0.018,0.25,0.025,0.0,0.0,127.0,0.127,0.5766666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5352,0
budget room in Sydney CBD,30167085,0.6905107498168945,60.0,0.6,1.0,0.002,1.0,0.1,363.0,0.9945205479452055,76.0,0.076,0.7466666666666666,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4076,0
budget room in Sydney CBD,22394407,0.6902707815170288,80.0,0.8,1.0,0.002,0.09,0.009,0.0,0.0,68.0,0.068,0.7733333333333333,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5529,0
budget room in Sydney CBD,26261569,0.6883061528205872,0.0,0.0,1.0,0.002,0.19,0.019,167.0,0.4575342465753425,51.0,0.051,0.83,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4039,0
budget room in Sydney CBD,30576498,0.686417818069458,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.2054794520547945,72.0,0.072,0.76,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3893,0
budget room in Sydney CBD,30024355,0.6850544214248657,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.9287671232876712,150.0,0.15,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.337,0
budget room in Sydney CBD,28965919,0.683658242225647,75.0,0.75,4.0,0.008,1.9,0.19,169.0,0.46301369863013697,169.0,0.169,0.43666666666666665,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4749,0
budget room in Sydney CBD,27702914,0.6830272674560547,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.3506849315068493,65.0,0.065,0.7833333333333333,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3933,0
budget room in Sydney CBD,30095224,0.6829151511192322,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.2,203.0,0.203,0.32333333333333336,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3012,0
budget room in Sydney CBD,21328811,0.6826046705245972,100.0,1.0,1.0,0.002,0.09,0.009,99.0,0.27123287671232876,354.0,0.354,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4367,0
budget room in Sydney CBD,19477401,0.681878924369812,91.0,0.91,101.0,0.202,5.82,0.5820000000000001,72.0,0.19726027397260273,159.0,0.159,0.47,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5326,0
budget room in Sydney CBD,14305502,0.6789118051528931,90.0,0.9,17.0,0.034,0.6,0.06,339.0,0.9287671232876712,35.0,0.035,0.8833333333333333,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4958,0
budget room in Sydney CBD,24007038,0.6780540943145752,100.0,1.0,1.0,0.002,0.13,0.013000000000000001,97.0,0.26575342465753427,174.0,0.174,0.42000000000000004,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5198,0
budget room in Sydney CBD,21178365,0.6777987480163574,40.0,0.4,1.0,0.002,0.07,0.007000000000000001,0.0,0.0,46.0,0.046,0.8466666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4851,0
budget room in Sydney CBD,21534641,0.6768563985824585,96.0,0.96,5.0,0.01,0.38,0.038,0.0,0.0,150.0,0.15,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5284,0
budget room in Sydney CBD,30353253,0.6764546632766724,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.8986301369863013,25.0,0.025,0.9166666666666666,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4186,0
budget room in Sydney CBD,20750551,0.6757513284683228,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.8465753424657534,210.0,0.21,0.30000000000000004,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.2952,0
budget room in Sydney CBD,24365431,0.675632894039154,100.0,1.0,6.0,0.012,0.94,0.094,52.0,0.14246575342465753,60.0,0.06,0.8,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4963,0
budget room in Sydney CBD,11854822,0.675320029258728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.1,0.6666666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3684,0
budget room in Sydney CBD,14093798,0.6752007007598877,100.0,1.0,1.0,0.002,0.09,0.009,0.0,0.0,80.0,0.08,0.7333333333333334,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5819,0
budget room in Sydney CBD,27862055,0.6743599772453308,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.7397260273972602,155.0,0.155,0.4833333333333333,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3315,0
budget room in Sydney CBD,16262891,0.6742732524871826,98.0,0.98,11.0,0.022,0.47,0.047,164.0,0.44931506849315067,300.0,0.3,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.4331,0
budget room in Sydney CBD,1578731,0.6704872846603394,92.0,0.92,42.0,0.084,0.72,0.072,0.0,0.0,130.0,0.13,0.5666666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5398,0
budget room in Sydney CBD,28239933,0.670392632484436,76.0,0.76,5.0,0.01,1.67,0.16699999999999998,332.0,0.9095890410958904,55.0,0.055,0.8166666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5504,0
budget room in Sydney CBD,23999983,0.6696487069129944,100.0,1.0,2.0,0.004,0.24,0.024,0.0,0.0,190.0,0.19,0.3666666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5077,0
budget room in Sydney CBD,22221177,0.6695561408996582,90.0,0.9,14.0,0.028,1.17,0.11699999999999999,90.0,0.2465753424657534,100.0,0.1,0.6666666666666667,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.55,0
budget room in Sydney CBD,28826518,0.6694389581680298,70.0,0.7,4.0,0.008,1.64,0.16399999999999998,45.0,0.1232876712328767,89.0,0.089,0.7033333333333334,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.5154,0
budget room in Sydney CBD,26084958,0.6688888072967529,0.0,0.0,1.0,0.002,0.2,0.02,0.0,0.0,80.0,0.08,0.7333333333333334,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3806,0
budget room in Sydney CBD,20972476,0.6687556505203247,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.40273972602739727,80.0,0.08,0.7333333333333334,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,1,0,0,0,0,0.3804,0
