query,listing_id,text_similarity,rating,rating_norm,review_count,review_count_norm,reviews_per_month,reviews_per_month_norm,availability_365,availability_365_norm,price,price_norm,price_fit,accommodates_fit,location_match,property_type_match,room_type_match,flexible_cancellation_match,instant_bookable_match,wifi_match,family_home_match,query_wants_wifi,query_wants_family_friendly,preferred_entire_home_match,query_wants_cheap,query_wants_good_reviews,query_wants_flexible_cancellation,query_wants_instant_bookable,query_prefers_entire_home,rule_score,label
cheap apartment for two in Sydney with good reviews,12954494,0.732378363609314,93.0,0.93,3.0,0.006,0.1,0.01,180.0,0.4931506849315068,210.0,0.21,0.30000000000000004,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7431,1
cheap apartment for two in Sydney with good reviews,22380732,0.7244561910629272,100.0,1.0,2.0,0.004,0.18,0.018,0.0,0.0,100.0,0.1,0.6666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.8286,1
cheap apartment for two in Sydney with good reviews,15849079,0.7199852466583252,80.0,0.8,1.0,0.002,0.04,0.004,0.0,0.0,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7215,1
cheap apartment for two in Sydney with good reviews,23654317,0.7135517001152039,79.0,0.79,24.0,0.048,3.19,0.319,19.0,0.052054794520547946,75.0,0.075,0.75,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.8055,1
cheap apartment for two in Sydney with good reviews,4413128,0.7092384696006775,100.0,1.0,1.0,0.002,0.02,0.002,0.0,0.0,109.0,0.109,0.6366666666666667,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7194,1
cheap apartment for two in Sydney with good reviews,2375330,0.7063345313072205,93.0,0.93,26.0,0.052,0.46,0.046,0.0,0.0,84.0,0.084,0.72,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.8265,1
cheap apartment for two in Sydney with good reviews,30405284,0.7050788402557373,100.0,1.0,1.0,0.002,1.0,0.1,147.0,0.40273972602739727,184.0,0.184,0.3866666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7685,1
cheap apartment for two in Sydney with good reviews,8923383,0.7043274641036987,87.0,0.87,3.0,0.006,0.08,0.008,0.0,0.0,96.0,0.096,0.6799999999999999,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7015,1
cheap apartment for two in Sydney with good reviews,16570860,0.7031720876693726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.14,0.5333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5973,0
cheap apartment for two in Sydney with good reviews,29909355,0.70225989818573,0.0,0.0,1.0,0.002,1.0,0.1,128.0,0.3506849315068493,176.0,0.176,0.41333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5733,0
cheap apartment for two in Sydney with good reviews,30522392,0.7008757591247559,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.030136986301369864,84.0,0.084,0.72,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5842,0
cheap apartment for two in Sydney with good reviews,24881744,0.6979730129241943,96.0,0.96,14.0,0.028,2.32,0.23199999999999998,39.0,0.10684931506849316,156.0,0.156,0.48,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6804,1
cheap apartment for two in Sydney with good reviews,6962591,0.6977994441986084,80.0,0.8,2.0,0.004,0.05,0.005,0.0,0.0,102.0,0.102,0.6599999999999999,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.782,1
cheap apartment for two in Sydney with good reviews,17243877,0.6969406008720398,88.0,0.88,24.0,0.048,1.1,0.11000000000000001,87.0,0.23835616438356164,90.0,0.09,0.7,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7102,1
cheap apartment for two in Sydney with good reviews,22383033,0.6938960552215576,80.0,0.8,1.0,0.002,0.1,0.01,0.0,0.0,40.0,0.04,0.8666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.7723,1
cheap apartment for two in Sydney with good reviews,9018551,0.6934441328048706,100.0,1.0,2.0,0.004,0.06,0.006,40.0,0.1095890410958904,180.0,0.18,0.4,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7691,1
cheap apartment for two in Sydney with good reviews,3890068,0.6923544406890869,93.0,0.93,3.0,0.006,0.06,0.006,0.0,0.0,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7751,1
cheap apartment for two in Sydney with good reviews,18797167,0.6923015117645264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.079,0.7366666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6358,1
cheap apartment for two in Sydney with good reviews,28239933,0.6920174360275269,76.0,0.76,5.0,0.01,1.67,0.16699999999999998,332.0,0.9095890410958904,55.0,0.055,0.8166666666666667,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.7047,1
cheap apartment for two in Sydney with good reviews,1945596,0.6873008012771606,100.0,1.0,2.0,0.004,0.03,0.003,0.0,0.0,140.0,0.14,0.5333333333333333,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6945,1
cheap apartment for two in Sydney with good reviews,22507301,0.6871804594993591,85.0,0.85,4.0,0.008,0.41,0.040999999999999995,0.0,0.0,150.0,0.15,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7082,1
cheap apartment for two in Sydney with good reviews,30575585,0.6858261227607727,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.2876712328767123,143.0,0.143,0.5233333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5918,0
cheap apartment for two in Sydney with good reviews,21328054,0.6849849820137024,92.0,0.92,22.0,0.044,1.85,0.185,280.0,0.7671232876712328,125.0,0.125,0.5833333333333333,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6921,1
cheap apartment for two in Sydney with good reviews,9222105,0.6847818493843079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.325,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.487,0
cheap apartment for two in Sydney with good reviews,6648424,0.6832276582717896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.05,0.8333333333333334,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5033,0
cheap apartment for two in Sydney with good reviews,4448844,0.6825060844421387,90.0,0.9,2.0,0.004,0.04,0.004,0.0,0.0,40.0,0.04,0.8666666666666667,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4902,0
cheap apartment for two in Sydney with good reviews,10106302,0.6819722056388855,95.0,0.95,91.0,0.182,2.54,0.254,348.0,0.9534246575342465,115.0,0.115,0.6166666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.8179,1
cheap apartment for two in Sydney with good reviews,23945241,0.6819085478782654,100.0,1.0,1.0,0.002,0.14,0.014000000000000002,85.0,0.2328767123287671,90.0,0.09,0.7,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7266,1
cheap apartment for two in Sydney with good reviews,29980238,0.681659460067749,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.052054794520547946,100.0,0.1,0.6666666666666667,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5697,0
cheap apartment for two in Sydney with good reviews,1873594,0.6813532114028931,93.0,0.93,24.0,0.048,0.39,0.039,0.0,0.0,42.0,0.042,0.86,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.6991,1
cheap apartment for two in Sydney with good reviews,5609458,0.680989146232605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.1,0.6666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.5695,0
cheap apartment for two in Sydney with good reviews,30570786,0.6809150576591492,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.049315068493150684,140.0,0.14,0.5333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5928,0
cheap apartment for two in Sydney with good reviews,30157088,0.6800718307495117,0.0,0.0,1.0,0.002,1.0,0.1,21.0,0.057534246575342465,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5535,0
cheap apartment for two in Sydney with good reviews,11290434,0.6795023679733276,100.0,1.0,1.0,0.002,0.03,0.003,0.0,0.0,75.0,0.075,0.75,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.7361,1
cheap apartment for two in Sydney with good reviews,13180249,0.679253339767456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.289,0.036666666666666625,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4932,0
cheap apartment for two in Sydney with good reviews,30515320,0.6788952350616455,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.15616438356164383,180.0,0.18,0.4,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5658,0
cheap apartment for two in Sydney with good reviews,4387919,0.6773000359535217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.18,0.4,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4655,0
cheap apartment for two in Sydney with good reviews,22533580,0.6761809587478638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.06,0.8,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4452,0
cheap apartment for two in Sydney with good reviews,6418766,0.6758677363395691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.046,0.8466666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.6045,1
cheap apartment for two in Sydney with good reviews,5645273,0.6755263209342957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.13,0.5666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5984,0
cheap apartment for two in Sydney with good reviews,10751015,0.6753535866737366,97.0,0.97,19.0,0.038,0.55,0.05500000000000001,343.0,0.9397260273972603,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7829,1
cheap apartment for two in Sydney with good reviews,16783026,0.6753372550010681,93.0,0.93,9.0,0.018,0.39,0.039,0.0,0.0,173.0,0.173,0.42333333333333334,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7075,1
cheap apartment for two in Sydney with good reviews,10079369,0.6752434968948364,100.0,1.0,1.0,0.002,0.03,0.003,0.0,0.0,145.0,0.145,0.5166666666666666,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5886,0
cheap apartment for two in Sydney with good reviews,25016849,0.675094485282898,100.0,1.0,6.0,0.012,0.89,0.089,5.0,0.0136986301369863,100.0,0.1,0.6666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.8196,1
cheap apartment for two in Sydney with good reviews,20920595,0.6749714612960815,100.0,1.0,1.0,0.002,0.07,0.007000000000000001,0.0,0.0,100.0,0.1,0.6666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.8185,1
cheap apartment for two in Sydney with good reviews,2756133,0.6748884916305542,84.0,0.84,53.0,0.106,4.29,0.429,285.0,0.7808219178082192,295.0,0.295,0.01666666666666672,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6669,1
cheap apartment for two in Sydney with good reviews,16901002,0.6744369864463806,93.0,0.93,3.0,0.006,0.13,0.013000000000000001,0.0,0.0,71.0,0.071,0.7633333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.7742,1
cheap apartment for two in Sydney with good reviews,7116447,0.673786997795105,80.0,0.8,3.0,0.006,0.07,0.007000000000000001,0.0,0.0,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7454,1
cheap apartment for two in Sydney with good reviews,5086130,0.6736816763877869,80.0,0.8,2.0,0.004,0.04,0.004,0.0,0.0,96.0,0.096,0.6799999999999999,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.5311,0
cheap apartment for two in Sydney with good reviews,27556853,0.6729422807693481,94.0,0.94,7.0,0.014,3.09,0.309,160.0,0.4383561643835616,300.0,0.3,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.624,1
cheap apartment for two in Sydney with good reviews,21984132,0.6719932556152344,94.0,0.94,28.0,0.056,2.43,0.24300000000000002,16.0,0.043835616438356165,226.0,0.226,0.2466666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7273,1
cheap apartment for two in Sydney with good reviews,21998408,0.6717356443405151,100.0,1.0,5.0,0.01,0.44,0.044,36.0,0.09863013698630137,161.0,0.161,0.4633333333333334,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.778,1
cheap apartment for two in Sydney with good reviews,7765625,0.6708301305770874,89.0,0.89,38.0,0.076,1.0,0.1,0.0,0.0,125.0,0.125,0.5833333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7864,1
cheap apartment for two in Sydney with good reviews,23685109,0.6707496643066406,76.0,0.76,7.0,0.014,0.78,0.078,0.0,0.0,100.0,0.1,0.6666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7709,1
cheap apartment for two in Sydney with good reviews,6240203,0.670356035232544,93.0,0.93,8.0,0.016,0.18,0.018,0.0,0.0,109.0,0.109,0.6366666666666667,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.699,1
cheap apartment for two in Sydney with good reviews,20175096,0.6699345707893372,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.43561643835616437,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.584,0
cheap apartment for two in Sydney with good reviews,27886995,0.6689891815185547,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.019178082191780823,75.0,0.075,0.75,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.5838,0
cheap apartment for two in Sydney with good reviews,18587031,0.6688292622566223,100.0,1.0,4.0,0.008,0.21,0.020999999999999998,0.0,0.0,161.0,0.161,0.4633333333333334,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7772,1
cheap apartment for two in Sydney with good reviews,30520540,0.6685951948165894,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.019178082191780823,46.0,0.046,0.8466666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6531,1
cheap apartment for two in Sydney with good reviews,10253539,0.6685676574707031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.065,0.7833333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.5904,0
cheap apartment for two in Sydney with good reviews,29486390,0.668384850025177,80.0,0.8,1.0,0.002,1.0,0.1,162.0,0.4438356164383562,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7112,1
cheap apartment for two in Sydney with good reviews,26863884,0.6681448221206665,99.0,0.99,18.0,0.036,3.78,0.378,14.0,0.038356164383561646,168.0,0.168,0.43999999999999995,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7732,1
cheap apartment for two in Sydney with good reviews,28020972,0.6674085855484009,100.0,1.0,2.0,0.004,0.76,0.076,5.0,0.0136986301369863,91.0,0.091,0.6966666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.8232,1
cheap apartment for two in Sydney with good reviews,27843084,0.6673799753189087,94.0,0.94,15.0,0.03,4.95,0.495,64.0,0.17534246575342466,100.0,0.1,0.6666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.7578,1
cheap apartment for two in Sydney with good reviews,29288561,0.6671334505081177,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.024657534246575342,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5834,0
cheap apartment for two in Sydney with good reviews,25084440,0.6670324802398682,90.0,0.9,2.0,0.004,0.38,0.038,151.0,0.4136986301369863,320.0,0.32,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6638,1
cheap apartment for two in Sydney with good reviews,18463740,0.6669189929962158,100.0,1.0,43.0,0.086,2.24,0.22400000000000003,102.0,0.27945205479452057,260.0,0.26,0.1333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7187,1
cheap apartment for two in Sydney with good reviews,18517743,0.6654998064041138,95.0,0.95,33.0,0.066,1.84,0.184,122.0,0.33424657534246577,134.0,0.134,0.5533333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7904,1
cheap apartment for two in Sydney with good reviews,10060526,0.6654761433601379,96.0,0.96,24.0,0.048,0.69,0.06899999999999999,85.0,0.2328767123287671,228.0,0.228,0.24,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6279,1
cheap apartment for two in Sydney with good reviews,29633354,0.6653763055801392,100.0,1.0,4.0,0.008,3.43,0.343,54.0,0.14794520547945206,161.0,0.161,0.4633333333333334,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7765,1
cheap apartment for two in Sydney with good reviews,29136501,0.6653233170509338,100.0,1.0,2.0,0.004,1.87,0.187,133.0,0.3643835616438356,96.0,0.096,0.6799999999999999,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.6195,1
cheap apartment for two in Sydney with good reviews,21853492,0.665229320526123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.06,0.8,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.593,0
cheap apartment for two in Sydney with good reviews,6214350,0.6641591787338257,100.0,1.0,12.0,0.024,0.36,0.036,0.0,0.0,170.0,0.17,0.43333333333333335,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7719,1
cheap apartment for two in Sydney with good reviews,21302129,0.6641297340393066,85.0,0.85,4.0,0.008,0.29,0.028999999999999998,10.0,0.0273972602739726,65.0,0.065,0.7833333333333333,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.7603,1
cheap apartment for two in Sydney with good reviews,22281508,0.6640579104423523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.12,0.6,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5028,0
cheap apartment for two in Sydney with good reviews,19298810,0.6638132333755493,95.0,0.95,4.0,0.008,0.23,0.023,0.0,0.0,210.0,0.21,0.30000000000000004,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7336,1
cheap apartment for two in Sydney with good reviews,28396151,0.6636428833007812,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.043835616438356165,439.0,0.439,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4827,0
cheap apartment for two in Sydney with good reviews,20488249,0.6634024381637573,90.0,0.9,2.0,0.004,0.13,0.013000000000000001,0.0,0.0,66.0,0.066,0.78,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6691,1
cheap apartment for two in Sydney with good reviews,4754379,0.6631178855895996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.109,0.6366666666666667,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.46,0
cheap apartment for two in Sydney with good reviews,6249476,0.6628130674362183,95.0,0.95,11.0,0.022,0.25,0.025,0.0,0.0,100.0,0.1,0.6666666666666667,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7081,1
cheap apartment for two in Sydney with good reviews,8996348,0.6624870300292969,100.0,1.0,5.0,0.01,0.14,0.014000000000000002,0.0,0.0,161.0,0.161,0.4633333333333334,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7762,1
cheap apartment for two in Sydney with good reviews,25015853,0.6623451709747314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5825,0
cheap apartment for two in Sydney with good reviews,21383997,0.6623273491859436,100.0,1.0,4.0,0.008,0.32,0.032,0.0,0.0,69.0,0.069,0.77,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.6373,1
cheap apartment for two in Sydney with good reviews,25547989,0.6618043184280396,100.0,1.0,1.0,0.002,0.22,0.022,0.0,0.0,136.0,0.136,0.5466666666666666,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7919,1
cheap apartment for two in Sydney with good reviews,27919415,0.6617454290390015,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.3643835616438356,199.0,0.199,0.33666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5497,0
cheap apartment for two in Sydney with good reviews,30334220,0.6611809730529785,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.8794520547945206,53.0,0.053,0.8233333333333334,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.5469,0
cheap apartment for two in Sydney with good reviews,2484129,0.6607770323753357,94.0,0.94,51.0,0.102,0.9,0.09,353.0,0.9671232876712329,150.0,0.15,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7304,1
cheap apartment for two in Sydney with good reviews,17079730,0.6606116890907288,70.0,0.7,2.0,0.004,0.09,0.009,34.0,0.09315068493150686,109.0,0.109,0.6366666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7499,1
cheap apartment for two in Sydney with good reviews,23924442,0.6604061126708984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.235,0.21666666666666667,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5254,0
cheap apartment for two in Sydney with good reviews,17112349,0.660137414932251,96.0,0.96,27.0,0.054,1.26,0.126,327.0,0.8958904109589041,150.0,0.15,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.7794,1
cheap apartment for two in Sydney with good reviews,1299303,0.6592901945114136,95.0,0.95,75.0,0.15,1.15,0.11499999999999999,67.0,0.18356164383561643,220.0,0.22,0.2666666666666667,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6902,1
cheap apartment for two in Sydney with good reviews,5205390,0.6591240763664246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.195,0.35,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.4518,0
cheap apartment for two in Sydney with good reviews,7503324,0.6590984463691711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.05,0.8333333333333334,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.3985,0
cheap apartment for two in Sydney with good reviews,10125364,0.6589736938476562,0.0,0.0,1.0,0.002,0.03,0.003,0.0,0.0,80.0,0.08,0.7333333333333334,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.4287,0
cheap apartment for two in Sydney with good reviews,26260560,0.6588842272758484,97.0,0.97,13.0,0.026,2.62,0.262,0.0,0.0,71.0,0.071,0.7633333333333333,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.681,1
cheap apartment for two in Sydney with good reviews,8599263,0.65873122215271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.05,0.8333333333333334,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0,0,0.0,1,1,0,0,1,0.5484,0
cheap apartment for two in Sydney with good reviews,4617520,0.6585502624511719,100.0,1.0,1.0,0.002,0.03,0.003,10.0,0.0273972602739726,150.0,0.15,0.5,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.6819,1
cheap apartment for two in Sydney with good reviews,8446471,0.658440887928009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.12,0.6,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0,0,1.0,1,1,0,0,1,0.5017,0
